House,Politician,Name,Seat,Name,Party,Total,Travel Allowance,Overseas Travel,Domestic Travel,Charter Travel,Car Costs ,Office Facilities ,Office Fit Outs,Office Admin costs,Office Telecommunications,Family Travel,Airline Loyalty points usage,Electorate Area SqKm,State
MP,Petro	Georgiou ,Petro	Georgiou MP,(Kooyong),Petro	Georgiou MP(Kooyong),Liberal,41210.70,1840.00,0.00,858.20,0.00,440.99,4565.10,0.00,32648.21,0.00,858.20,0.00,52,VIC
Senator,Richard	Di Natale ,Richard	Di Natale Senator,(VIC),Richard	Di Natale Senator(VIC),Greens,829922.77,36470.00,0.00,63433.04,1000.00,55374.17,250137.59,314861.25,61128.04,26436.69,21081.99,0.00,,VIC
MP,Richard	Marles ,Richard	Marles MP,(Corio),Richard	Marles MP(Corio),ALP,1810962.51,48067.00,790780.43,105774.38,0.00,136726.90,329693.08,301.22,360033.58,24160.98,15424.94,0.00,989,VIC
MP,Robert	Mitchell ,Robert	Mitchell MP,(McEwen),Robert	Mitchell MP(McEwen),ALP,899580.36,52881.00,28386.02,62352.31,0.00,82247.36,212793.14,85596.97,338757.84,32295.28,4270.44,0.00,4592,VIC
MP,Russell	Broadbent ,Russell	Broadbent MP,(McMillan),Russell	Broadbent MP(McMillan),Liberal,837238.36,48802.00,23272.95,55393.56,0.00,80574.28,214270.18,3070.73,378151.28,25040.64,8662.74,0.00,8358,VIC
Senator,Scott	Ryan ,Scott	Ryan Senator,(VIC),Scott	Ryan Senator(VIC),Liberal,1025164.62,64505.00,7801.27,117743.94,11524.45,106164.21,419630.55,190.00,249518.92,35910.33,12175.95,0.00,,VIC
MP,Sharman	Stone ,Sharman	Stone MP,(Murray),Sharman	Stone MP(Murray),Liberal,1304956.25,73147.00,106447.79,95813.08,0.00,119491.40,350737.77,12991.00,505556.01,38704.90,2067.30,0.00,19500,VIC
MP,Simon	Crean ,Simon	Crean MP,(Hotham),Simon	Crean MP(Hotham),ALP,2097345.07,121180.00,68682.50,171250.39,307945.79,290315.76,634857.88,2499.00,412370.07,24444.21,63799.47,0.00,75,VIC
MP,Sophie	Mirabella ,Sophie	Mirabella MP,(Indi),Sophie	Mirabella MP(Indi),Liberal,1221827.50,72458.00,23803.84,120180.64,15725.02,239385.80,227661.44,56775.10,408905.49,38203.63,18728.54,0.00,28567,VIC
Senator,Stephen	Conroy ,Stephen	Conroy Senator,(VIC),Stephen	Conroy Senator(VIC),ALP,2152204.70,109367.00,519255.45,218443.34,12318.18,246892.65,501225.17,296354.30,203611.67,27412.17,17324.77,0.00,,VIC
Senator,Steve	Fielding ,Steve	Fielding Senator,(VIC),Steve	Fielding Senator(VIC),Family First,306203.83,16711.00,17669.66,54853.34,0.00,12042.24,93369.04,246.00,102784.58,3795.92,4732.05,0.00,,VIC
MP,Steve	Gibbons ,Steve	Gibbons MP,(Bendigo),Steve	Gibbons MP(Bendigo),ALP,838877.99,60511.00,0.00,67063.01,0.00,76245.11,261995.72,0.00,346203.67,26859.48,0.00,0.00,6255,VIC
MP,Tony	Smith ,Tony	Smith MP,(Casey),Tony	Smith MP(Casey),Liberal,1115473.71,76746.00,0.00,106134.25,0.00,99594.50,337088.25,7684.00,453718.15,29102.80,5405.76,0.00,2337,VIC
Senator,Alan	Eggleston ,Alan	Eggleston Senator,(WA),Alan	Eggleston Senator(WA),Liberal,949778.43,78296.00,95177.79,178438.52,25605.47,53157.20,338340.82,321.50,152625.31,27815.82,0.00,0.00,,WA
MP,Barry	Haase ,Barry	Haase MP,(Durack),Barry	Haase MP(Durack),Liberal,2749113.66,89843.00,113380.58,305119.97,191351.92,85083.09,580931.22,780444.49,514254.08,86990.61,1714.70,0.00,1587758,WA
Senator,Chris	Back ,Chris	Back Senator,(WA),Chris	Back Senator(WA),Liberal,1523298.72,93214.00,29686.74,217152.70,20171.65,72119.90,460609.16,397463.45,164851.39,25779.64,42250.09,0.00,,WA
Senator,Christopher	Evans ,Christopher	Evans Senator,(WA),Christopher	Evans Senator(WA),ALP,1582135.87,115654.00,105154.49,278704.13,60306.58,166884.04,649978.81,2726.38,169717.19,21476.90,11533.35,0.00,,WA
Senator,David	Johnston ,David	Johnston Senator,(WA),David	Johnston Senator(WA),Liberal,1057699.43,82947.00,70641.08,251345.89,15815.00,117455.31,323742.28,15703.00,132063.56,21416.73,26569.58,0.00,,WA
Senator,Dean	Smith ,Dean	Smith Senator,(WA),Dean	Smith Senator(WA),Liberal,546493.59,40615.00,0.00,93076.73,19999.75,23025.43,200344.20,74255.09,77262.87,15895.70,2018.82,0.00,,WA
MP,Dennis	Jensen ,Dennis	Jensen MP,(Tangney),Dennis	Jensen MP(Tangney),Liberal,1177529.67,50432.00,87314.78,140769.34,0.00,81797.85,354895.87,8519.00,357862.80,24690.00,71248.03,0.00,96,WA
MP,Don	Randall ,Don	Randall MP,(Canning),Don	Randall MP(Canning),Liberal,1589942.63,50224.00,28408.97,89200.80,0.00,92290.77,339192.29,374492.50,554884.74,33982.51,27266.05,0.00,6178,WA
MP,Gary	Gray ,Gary	Gray MP,(Brand),Gary	Gray MP(Brand),ALP,2154374.44,81481.00,35652.35,286940.68,202974.96,159364.10,535336.70,249662.36,520894.06,22652.80,59415.43,0.00,411,WA
Senator,Glenn	Sterle ,Glenn	Sterle Senator,(WA),Glenn	Sterle Senator(WA),ALP,1188491.05,98180.00,38498.04,223670.39,48044.32,84329.73,375140.40,0.00,259662.49,33369.09,27596.59,0.00,,WA
MP,Judi	Moylan ,Judi	Moylan MP,(Pearce),Judi	Moylan MP(Pearce),Liberal,810647.87,61116.00,8162.11,95443.47,431.00,56093.07,233806.81,4124.00,329515.78,21955.63,0.00,0.00,14401,WA
Senator,Judith	Adams ,Judith	Adams Senator,(WA),Judith	Adams Senator(WA),Liberal,622224.43,35237.00,25956.27,78599.38,26399.01,38517.04,263879.04,300.00,139943.49,9200.19,4193.01,0.00,,WA
MP,Julie	Bishop ,Julie	Bishop MP,(Curtin),Julie	Bishop MP(Curtin),Liberal,2267171.30,169282.00,177192.41,369705.41,21545.28,214815.63,710005.66,28239.48,477427.95,41832.27,57125.21,0.00,104,WA
MP,Ken	Wyatt ,Ken	Wyatt MP,(Hasluck),Ken	Wyatt MP(Hasluck),Liberal,1071719.48,49724.00,0.00,193493.75,0.00,59845.03,309457.63,14950.39,383693.75,21881.54,38673.39,0.00,245,WA
Senator,Louise	Pratt ,Louise	Pratt Senator,(WA),Louise	Pratt Senator(WA),ALP,1073580.16,91401.00,18487.61,166858.42,49876.31,67190.97,349456.15,3378.45,271253.64,30259.95,25417.66,0.00,,WA
MP,Luke	Simpkins ,Luke	Simpkins MP,(Cowan),Luke	Simpkins MP(Cowan),Liberal,1394319.00,52989.00,46802.39,163201.82,0.00,60479.07,532588.75,5575.00,493126.95,25174.17,14381.85,0.00,180,WA
MP,Mal	Washer ,Mal	Washer MP,(Moore),Mal	Washer MP(Moore),Liberal,1202216.82,71229.00,40399.41,107994.73,0.00,16810.53,480899.63,3675.00,396118.82,27925.85,57163.85,0.00,133,WA
Senator,Mark	Bishop ,Mark	Bishop Senator,(WA),Mark	Bishop Senator(WA),ALP,1127841.23,109724.00,122040.07,211422.40,0.00,75683.10,248595.63,0.00,235689.77,33262.19,91424.07,0.00,,WA
Senator,Mathias	Cormann ,Mathias	Cormann Senator,(WA),Mathias	Cormann Senator(WA),Liberal,1417851.79,119270.00,37451.02,310842.36,33965.83,127826.32,588041.33,8259.20,122577.33,27578.43,42039.97,0.00,,WA
MP,Melissa	Parke ,Melissa	Parke MP,(Fremantle),Melissa	Parke MP(Fremantle),ALP,1256406.40,66721.00,27920.58,147639.30,0.00,52747.27,290877.63,154113.58,484896.68,25446.04,6044.32,0.00,199,WA
MP,Michael	Keenan ,Michael	Keenan MP,(Stirling),Michael	Keenan MP(Stirling),Liberal,1273940.87,79278.00,22962.66,178754.05,0.00,115183.51,260858.05,28633.00,509906.54,31992.36,46372.70,0.00,77,WA
Senator,Michaelia	Cash ,Michaelia	Cash Senator,(WA),Michaelia	Cash Senator(WA),Liberal,1204951.63,100003.00,7526.10,213909.97,11628.73,83041.23,576552.20,301.22,171108.11,26378.50,14502.57,0.00,,WA
MP,Nola	Marino ,Nola	Marino MP,(Forrest),Nola	Marino MP(Forrest),Liberal,1465858.25,53108.00,31557.79,170494.93,0.00,93953.72,298393.41,351597.06,437017.09,25629.39,4106.86,0.00,12781,WA
Senator,Rachel	Siewert ,Rachel	Siewert Senator,(WA),Rachel	Siewert Senator(WA),Greens,970628.01,98606.00,8173.32,301989.92,1357.18,75998.90,280239.91,10043.64,165547.57,21599.29,7072.28,0.00,,WA
Senator,Scott	Ludlam ,Scott	Ludlam Senator,(WA),Scott	Ludlam Senator(WA),Greens,1066098.49,77768.00,0.00,227941.47,48362.62,32828.81,389194.68,41493.45,217668.56,22732.23,8108.67,0.00,,WA
MP,Sharryn	Jackson ,Sharryn	Jackson MP,(Hasluck),Sharryn	Jackson MP(Hasluck),ALP,186630.46,1150.00,0.00,1393.74,0.00,3517.61,15045.06,301.22,165222.83,0.00,0.00,0.00,245,WA
MP,Stephen	Smith ,Stephen	Smith MP,(Perth),Stephen	Smith MP(Perth),ALP,2785752.26,97590.00,1056355.28,158061.33,0.00,188835.19,801069.68,2926.00,423302.83,17693.35,39918.60,0.00,78,WA
MP,Steve	Irons ,Steve	Irons MP,(Swan),Steve	Irons MP(Swan),Liberal,1593100.75,54284.00,13036.84,174802.01,0.00,41079.28,407574.73,367822.21,467246.63,26259.70,40995.35,0.00,126,WA
Senator,Sue Lines  ,Sue Lines  Senator,(WA),Sue Lines  Senator(WA),ALP,44977.67,896.00,0.00,8320.26,0.00,2523.95,32150.59,0.00,225.82,679.49,181.56,0.00,,WA
MP,Tony	Crook ,Tony	Crook MP,(O'Connor),Tony	Crook MP(O'Connor),National,1551314.25,66032.30,0.00,187224.72,114285.93,137002.42,527676.37,13243.25,421883.54,31848.69,52117.03,0.00,908954,WA
MP,Wilson	Tuckey ,Wilson	Tuckey MP,(O'Connor),Wilson	Tuckey MP(O'Connor),Liberal,204549.12,2754.00,24799.86,1131.08,10233.87,3126.67,24097.76,602.44,137733.26,0.00,70.18,0.00,908954,WA
